bid,uid,buy_date
64,474392,2022-10-18
56346,956572,2022-02-03
70333,728529,2022-07-07
8417,204367,2022-08-28
49996,385288,2022-01-11
92732,971055,2022-01-09
8323,429193,2022-03-30
14419,556878,2022-10-28
57844,190414,2022-04-07
60110,578890,2022-11-29
46814,302715,2022-09-09
18986,767894,2022-03-15
99009,669168,2022-10-27
24016,958203,2022-02-08
15934,579820,2022-01-06
4270,610082,2022-05-03
45012,493552,2022-04-28
76650,840214,2022-03-05
83447,539130,2022-11-15
76628,216284,2022-09-05
59629,603314,2022-01-05
51813,851098,2022-08-15
65761,368769,2022-09-29
85022,67399,2022-09-21
61143,949324,2022-02-09
44712,673445,2022-07-21
27148,469441,2022-06-14
72782,130886,2022-09-07
40061,35123,2022-09-02
25453,50359,2022-04-02
75779,381149,2022-04-01
60422,910630,2022-08-24
18888,133620,2022-02-22
35303,385608,2022-11-02
70183,558705,2022-07-03
31259,6108,2022-02-14
10268,135381,2022-06-02
99833,445688,2022-01-04
34723,992029,2022-10-23
37044,773773,2022-04-27
57320,4057,2022-05-26
2284,34651,2022-07-03
37145,876448,2022-02-07
85460,482583,2022-01-20
15635,315646,2022-04-02
33992,627151,2022-11-17
8212,764522,2022-06-19
14105,235307,2022-08-19
74304,111011,2022-04-16
71691,431135,2022-11-19
60203,883021,2022-09-29
90855,342047,2022-06-01
3103,534270,2022-11-12
57403,649863,2022-02-04
9683,423105,2022-10-01
50163,333148,2022-09-19
55159,51135,2022-02-04
94959,833908,2022-06-02
76858,685433,2022-01-18
80744,870530,2022-06-08
89820,913322,2022-12-27
25177,566879,2022-02-08
38880,733342,2022-01-05
99924,131421,2022-09-10
94985,664679,2022-04-02
24541,574811,2022-01-23
57341,253740,2022-02-07
75946,193422,2022-12-28
64580,251457,2022-05-10
87302,121023,2022-10-09
70619,918005,2022-07-30
31410,988683,2022-07-29
80714,146753,2022-06-17
75292,859363,2022-09-25
18010,762781,2022-02-26
90584,84850,2022-02-22
12313,679265,2022-09-29
31307,408781,2022-05-14
95161,156615,2022-05-11
26712,987831,2022-04-02
11623,33338,2022-04-01
12651,541119,2022-10-02
89572,717303,2022-07-01
30050,650216,2022-12-22
18143,142753,2022-12-13
75877,733383,2022-10-18
15275,948958,2022-10-17
1816,473787,2022-06-25
49615,634528,2022-05-18
58320,318453,2022-01-15
85822,916233,2022-04-07
31406,23416,2022-09-11
96803,198126,2022-08-22
13491,572271,2022-02-12
69326,170464,2022-08-27
40834,237659,2022-08-01
64921,736542,2022-04-18
54952,146600,2022-04-05
87504,901044,2022-09-14
22800,722545,2022-02-07
93089,677603,2022-08-01
48101,977831,2022-01-19
74413,659379,2022-04-14
6373,73621,2022-03-19
51583,160572,2022-07-02
55453,391762,2022-02-17
8409,539159,2022-01-08
35563,917813,2022-02-01
27116,977071,2022-04-30
55508,655216,2022-08-20
84587,721051,2022-05-26
1312,109312,2022-12-21
1773,971679,2022-10-20
3459,295150,2022-01-28
93661,683172,2022-04-26
67392,660560,2022-02-12
61127,199837,2022-06-06
18615,721464,2022-02-06
84710,478082,2022-07-25
39744,837470,2022-05-04
13977,776380,2022-06-03
86028,497479,2022-09-27
92014,713070,2022-06-12
23097,483802,2022-02-21
96814,999739,2022-03-23
63513,339056,2022-07-23
53453,969997,2022-05-20
31825,184586,2022-06-27
6732,799812,2022-07-22
30098,989013,2022-03-05
65580,127777,2022-03-13
19245,11060,2022-06-19
31935,950649,2022-08-22
12527,983429,2022-08-29
27277,450770,2022-10-19
15534,322923,2022-08-22
10716,142006,2022-06-29
29760,686336,2022-09-12
69266,57119,2022-10-04
31272,740771,2022-10-13
16567,426916,2022-08-26
34201,954041,2022-08-25
16078,730849,2022-08-18
19725,190638,2022-06-13
80610,804764,2022-05-14
46003,58759,2022-11-26
46620,855626,2022-01-09
21216,716119,2022-07-01
64562,563895,2022-04-01
17088,161579,2022-11-30
98747,953510,2022-10-20
97162,949677,2022-05-07
51544,905829,2022-11-22
99607,381221,2022-09-26
28259,418957,2022-05-26
67003,175239,2022-01-25
15540,812397,2022-11-07
58214,829446,2022-11-19
46453,915578,2022-12-09
73973,823692,2022-10-16
56276,167877,2022-07-04
77059,399651,2022-06-28
7566,345475,2022-01-18
34575,839335,2022-11-22
47684,508958,2022-02-27
53080,189540,2022-09-23
15928,502090,2022-06-07
82916,174525,2022-01-27
97838,333340,2022-09-27
20867,802034,2022-10-05
23446,393819,2022-04-17
23645,239416,2022-10-18
13705,387648,2022-03-09
85766,492027,2022-12-19
36157,256042,2022-06-11
29418,28875,2022-12-30
44284,318510,2022-05-24
17802,400920,2022-08-14
38433,557472,2022-06-19
55966,437648,2022-03-18
92727,371483,2022-02-28
30504,457209,2022-01-17
67788,409389,2022-05-05
36877,253174,2022-01-02
43402,417946,2022-05-30
77958,383801,2022-07-10
91792,349850,2022-12-01
75478,392301,2022-08-16
61997,283839,2022-01-05
11831,584064,2022-02-06
91025,312375,2022-10-03
20966,248744,2022-12-06
41627,540161,2022-03-24
29315,692447,2022-11-15
13274,660603,2022-10-26
19416,612713,2022-10-08
12048,145422,2022-10-30
38251,338551,2022-06-08
89811,695264,2022-01-25
22771,734588,2022-12-28
75919,649189,2022-02-03
30058,331596,2022-03-25
5948,605295,2022-07-08
77461,21979,2022-06-03
33334,30636,2022-09-28
1391,275929,2022-08-23
2687,153024,2022-12-16
3449,904788,2022-02-30
86487,243157,2022-09-20
42234,689326,2022-08-17
64638,202145,2022-08-02
91150,406091,2022-01-05
55872,21604,2022-09-08
91932,971252,2022-08-18
83285,209367,2022-03-12
38538,687047,2022-08-10
67413,385577,2022-01-02
69735,977965,2022-10-01
92667,224018,2022-08-14
34987,951753,2022-11-05
55538,870054,2022-04-30
8766,605132,2022-10-17
71123,457404,2022-04-09
43204,539556,2022-10-18
90747,55959,2022-12-04
88579,86930,2022-11-02
3165,867339,2022-06-18
99879,447591,2022-08-03
9331,106016,2022-02-17
33651,355058,2022-02-10
85838,669329,2022-06-29
74695,663599,2022-08-16
94678,207039,2022-04-17
39713,813140,2022-02-23
40084,505885,2022-02-25
98329,313609,2022-07-06
64432,374490,2022-07-24
44213,630374,2022-10-05
30877,374144,2022-09-26
66785,166184,2022-10-30
16261,204424,2022-12-30
87156,517683,2022-09-15
66870,687851,2022-09-21
91943,352001,2022-09-28
75754,550628,2022-03-28
81954,696698,2022-12-21
81155,616959,2022-03-11
43401,682815,2022-05-12
32231,291650,2022-09-16
26985,682009,2022-07-05
65509,215850,2022-05-12
71387,346904,2022-01-18
90105,661995,2022-04-16
74265,332525,2022-11-17
12645,749432,2022-12-26
71540,11961,2022-07-18
60893,499917,2022-05-21
1981,187082,2022-02-01
2331,934710,2022-12-23
35949,499706,2022-09-05
32181,205274,2022-01-20
79433,16541,2022-07-09
38586,448461,2022-09-10
8482,222676,2022-11-12
28689,529170,2022-09-14
10339,893907,2022-04-21
94588,902570,2022-09-29
76565,769504,2022-04-19
49616,421132,2022-12-22
51531,954027,2022-08-29
50806,667488,2022-09-20
83602,142512,2022-06-18
34667,957283,2022-12-22
83938,782069,2022-04-22
9681,350947,2022-12-25
23704,736388,2022-04-03
96455,862186,2022-10-12
17412,490133,2022-03-22
83638,462453,2022-04-16
66713,537047,2022-01-07
22566,447306,2022-03-01
1173,282202,2022-12-06
55710,63884,2022-03-20
4498,684604,2022-07-13
90205,936473,2022-01-17
54470,647199,2022-01-09
12675,26799,2022-07-12
76031,484465,2022-03-13
97044,47182,2022-03-15
12978,219951,2022-12-27
1311,706943,2022-12-13
50915,45122,2022-01-24
9808,186515,2022-03-05
97083,874416,2022-09-21
53232,252525,2022-11-12
28241,560231,2022-11-06
52325,433771,2022-06-26
55248,31429,2022-07-03
88286,513053,2022-11-05
55246,39343,2022-03-26
89748,630916,2022-12-02
66675,280109,2022-01-18
77348,805085,2022-12-19
57973,40821,2022-10-09
60430,335588,2022-03-30
6430,652884,2022-07-16
79249,384321,2022-09-26
1297,292373,2022-05-04
16935,512413,2022-04-07
77876,688835,2022-06-11
90482,77582,2022-09-21
4498,685619,2022-04-25
37652,140885,2022-09-27
77322,954698,2022-11-26
55370,70648,2022-06-01
53557,89827,2022-11-02
3651,259300,2022-01-16
17234,712527,2022-12-26
91891,46432,2022-10-04
71466,583397,2022-01-20
28805,804807,2022-06-05
10474,27636,2022-04-19
65106,165639,2022-11-19
3396,811702,2022-05-16
55450,690829,2022-12-10
14890,705042,2022-04-13
63854,982531,2022-05-12
90,971338,2022-09-13
18828,781010,2022-10-13
15597,802714,2022-11-19
76683,252754,2022-02-22
51294,706558,2022-07-07
31115,245622,2022-11-10
53310,688916,2022-12-09
87883,349056,2022-09-26
73516,308143,2022-04-18
88878,654921,2022-04-04
61832,340598,2022-09-08
55842,3561,2022-01-28
73066,895928,2022-01-06
32303,390458,2022-04-23
24914,250786,2022-02-24
87745,951433,2022-10-28
59310,796647,2022-08-04
33933,392566,2022-03-25
62203,805007,2022-09-03
97935,692561,2022-09-12
47162,960154,2022-03-17
87743,496185,2022-06-15
72191,485553,2022-04-12
88891,69770,2022-12-12
79921,221374,2022-04-27
43036,380636,2022-06-07
46861,472683,2022-08-23
61374,573407,2022-03-20
33390,810712,2022-12-03
2315,849452,2022-02-24
46517,468840,2022-02-02
17420,167988,2022-01-24
59313,997747,2022-01-11
33098,175333,2022-11-23
26713,798361,2022-11-18
26068,500222,2022-06-23
47902,278856,2022-04-22
74852,419424,2022-11-10
13199,778621,2022-02-03
57106,622632,2022-11-27
62550,111753,2022-02-13
86751,224149,2022-04-30
26155,479483,2022-11-17
29583,796262,2022-06-22
11324,750957,2022-12-24
64699,904175,2022-04-23
87390,168802,2022-12-09
24324,701912,2022-07-06
23221,928886,2022-03-04
51269,285476,2022-08-17
15239,516338,2022-07-09
22264,236390,2022-08-02
31931,672748,2022-01-30
62212,985602,2022-01-25
97244,717120,2022-01-26
72880,264925,2022-11-23
23423,735584,2022-12-11
97565,66931,2022-05-21
93827,556566,2022-11-23
35021,580052,2022-04-08
80926,297587,2022-09-26
64543,41900,2022-08-13
59713,232072,2022-06-13
68886,403702,2022-12-15
81422,146772,2022-11-07
78612,986166,2022-08-04
3631,967788,2022-10-12
19285,266014,2022-08-16
36260,788675,2022-10-03
93334,581804,2022-12-05
56611,362321,2022-11-06
98256,850397,2022-08-01
23399,995612,2022-03-06
44269,651230,2022-06-13
14323,355843,2022-01-17
88075,956590,2022-02-27
68577,184467,2022-08-19
13602,600382,2022-11-18
65518,836981,2022-10-28
56586,959140,2022-10-09
62977,805969,2022-07-23
98488,949384,2022-09-22
14151,522611,2022-05-23
45281,589395,2022-04-26
65055,23206,2022-11-27
51185,944592,2022-01-01
51568,808478,2022-04-07
9526,1957,2022-02-10
91938,806104,2022-10-17
3582,428632,2022-09-13
92097,734196,2022-07-30
25175,203437,2022-03-13
53899,458834,2022-03-09
46363,280363,2022-03-09
25950,889219,2022-03-08
82663,623863,2022-12-28
42350,571889,2022-04-28
78446,683595,2022-10-23
10598,76331,2022-04-21
92362,694342,2022-06-24
74638,778487,2022-12-15
6168,356144,2022-12-03
41071,982805,2022-03-12
87836,322414,2022-12-15
5795,262182,2022-02-13
47838,239417,2022-07-23
26053,166396,2022-01-23
37182,399372,2022-07-14
80718,310635,2022-01-01
54856,599261,2022-06-06
69820,613292,2022-12-21
18896,10561,2022-09-28
85277,975118,2022-12-06
14687,665517,2022-09-22
1442,649299,2022-09-23
8016,58666,2022-03-28
54585,578916,2022-10-28
30329,671943,2022-03-09
83838,970510,2022-04-14
72218,51792,2022-11-18
418,854493,2022-12-07
31342,610080,2022-06-13
27087,173593,2022-05-25
11455,527592,2022-03-07
79567,253054,2022-03-02
53566,629550,2022-04-23
7267,670347,2022-11-07
65051,458241,2022-09-18
65448,380070,2022-12-02
73161,476003,2022-03-15
35368,417921,2022-07-23
8607,462522,2022-07-17
95720,65832,2022-03-23
30740,771991,2022-07-02
54659,170612,2022-03-03
66463,158155,2022-12-24
10521,257217,2022-10-23
88523,826236,2022-06-06
4205,119910,2022-09-06
34623,54595,2022-03-06
63879,12432,2022-12-24
59930,752546,2022-12-13
26365,838701,2022-04-27
76869,204373,2022-01-12
1957,39029,2022-10-16
46439,461238,2022-01-10
8209,232157,2022-03-17
55458,565126,2022-06-18
58696,224364,2022-11-25
59167,394498,2022-05-11
57623,379360,2022-08-03
22908,926868,2022-01-07
22970,221021,2022-11-27
93036,586685,2022-11-08
18330,74718,2022-04-10
37098,199819,2022-10-11
79781,279117,2022-06-22
13750,974766,2022-03-15
42198,539622,2022-12-29
20092,932236,2022-04-22
50157,586957,2022-12-23
19503,605209,2022-12-01
84077,462873,2022-08-13
71510,444517,2022-01-17
11583,325619,2022-01-27
3750,464781,2022-10-16
94958,333494,2022-12-07
66143,817961,2022-07-30
38562,824776,2022-07-20
64118,589260,2022-07-10
98893,908177,2022-09-03
30098,842806,2022-10-29
42872,444299,2022-11-22
74700,918829,2022-10-01
5204,335346,2022-04-21
82419,273867,2022-08-24
2073,988289,2022-11-20
88114,291213,2022-05-27
63626,457842,2022-05-28
88169,551593,2022-08-18
33032,797929,2022-02-24
90691,325199,2022-11-16
5222,505796,2022-01-05
62309,515386,2022-03-21
69643,278827,2022-02-14
81398,839942,2022-04-03
42957,658450,2022-06-22
35962,108124,2022-01-29
7500,229558,2022-03-02
30829,179861,2022-11-20
4378,392852,2022-07-10
43073,782460,2022-12-13
73486,425133,2022-02-20
38805,693063,2022-01-25
47822,538389,2022-09-01
85309,699226,2022-07-26
79286,981939,2022-05-08
5224,403261,2022-08-17
42930,420248,2022-09-19
59764,450100,2022-09-25
85022,127810,2022-10-22
86100,808540,2022-02-23
75870,909394,2022-12-13
66079,195909,2022-06-03
66987,561610,2022-01-23
66171,203006,2022-11-21
81407,755517,2022-01-12
61836,531829,2022-12-01
3728,538276,2022-03-30
77903,339906,2022-08-16
94206,864273,2022-03-26
26044,970435,2022-12-07
66532,461782,2022-05-12
18701,31427,2022-12-29
8736,346385,2022-02-15
1383,756356,2022-03-08
25539,645637,2022-04-04
41036,34682,2022-08-18
47640,989284,2022-04-20
41684,759468,2022-08-19
57192,582249,2022-08-03
37869,722790,2022-01-22
44647,703802,2022-02-16
67498,421661,2022-06-23
88153,360695,2022-05-28
8629,415899,2022-03-04
82356,884118,2022-04-16
18672,332916,2022-08-18
76547,744685,2022-12-15
58025,959373,2022-08-09
99863,928768,2022-04-29
43485,783596,2022-06-01
67537,647796,2022-01-27
40664,667045,2022-06-12
9695,118934,2022-12-06
46097,378211,2022-03-27
96675,948508,2022-05-16
18644,780207,2022-01-29
93549,988883,2022-12-06
61340,72562,2022-03-07
41501,346150,2022-09-16
37202,960930,2022-02-11
83306,514110,2022-09-01
84555,957188,2022-04-02
77835,166590,2022-02-24
82812,86572,2022-01-06
35650,248802,2022-01-17
63447,40319,2022-06-09
66745,916985,2022-03-27
31028,489825,2022-07-24
66481,719580,2022-02-25
86846,468582,2022-07-13
94,1200,2022-02-07
33352,758261,2022-06-17
63103,771361,2022-07-20
31991,616432,2022-08-04
28184,393564,2022-06-12
30887,707527,2022-08-16
9956,921100,2022-10-18
75098,560208,2022-10-10
44875,44490,2022-06-06
68981,645157,2022-08-24
27235,618819,2022-11-02
95303,627817,2022-12-03
78633,826575,2022-03-15
87913,43087,2022-11-29
51482,963389,2022-08-07
34520,436100,2022-02-09
82573,829928,2022-12-26
80087,480580,2022-10-17
53488,143996,2022-05-21
567,517814,2022-06-19
63541,437202,2022-06-18
28866,264940,2022-09-23
86096,922350,2022-12-28
28870,625443,2022-06-03
45119,861976,2022-10-06
5909,476081,2022-12-14
74253,984226,2022-06-29
16812,121669,2022-07-17
83724,552054,2022-01-29
14747,491233,2022-08-13
65285,359881,2022-09-09
12174,8457,2022-10-30
98650,205218,2022-04-17
74629,527854,2022-05-28
82749,818980,2022-01-18
76016,335432,2022-07-18
57613,940773,2022-08-30
2161,448337,2022-12-25
34770,389776,2022-12-30
76293,911128,2022-12-24
46219,820604,2022-09-28
29219,253417,2022-11-04
69322,387970,2022-06-11
6556,567605,2022-03-13
67096,455903,2022-09-21
13884,48313,2022-03-22
41255,584942,2022-09-15
24808,21096,2022-11-14
76472,667899,2022-04-17
62499,354327,2022-12-15
34354,840362,2022-01-14
33624,557590,2022-03-25
35356,146396,2022-12-29
38809,170570,2022-05-01
3523,825865,2022-06-30
19987,262929,2022-09-09
40526,322158,2022-01-26
46687,465637,2022-09-08
53108,490369,2022-11-19
50676,851440,2022-10-06
9607,252505,2022-04-15
28182,532737,2022-04-21
23787,703412,2022-01-09
91219,537591,2022-10-14
72913,974768,2022-09-02
63341,732841,2022-01-02
87102,417770,2022-02-09
62816,656126,2022-04-09
45992,946837,2022-11-18
7927,415,2022-11-30
66532,364521,2022-07-13
86416,790620,2022-09-02
84941,825971,2022-12-29
93778,487905,2022-09-11
64086,321151,2022-10-14
5567,147695,2022-09-18
94748,59437,2022-08-21
88839,719793,2022-10-27
44576,652266,2022-11-15
5586,245482,2022-05-24
42028,295385,2022-03-11
91537,692774,2022-09-23
55199,642632,2022-08-20
12461,560930,2022-06-20
72466,778139,2022-09-20
27399,134422,2022-12-28
16203,643149,2022-04-13
75698,197915,2022-06-14
34381,102970,2022-01-07
75624,918913,2022-08-21
8073,765516,2022-01-16
46583,169969,2022-12-15
61085,867096,2022-12-24
32873,438642,2022-12-18
80830,818812,2022-03-17
76609,634127,2022-04-10
63560,870289,2022-06-13
9928,17779,2022-07-16
92843,258768,2022-08-19
15372,696124,2022-11-24
37082,630683,2022-05-04
98812,244312,2022-03-08
44886,954114,2022-06-29
77365,967958,2022-06-24
51710,556000,2022-03-14
8244,952078,2022-06-05
48575,716261,2022-03-23
14797,634701,2022-07-16
53997,722520,2022-05-18
10830,756780,2022-06-26
35182,646257,2022-04-19
4688,569102,2022-08-27
27754,812233,2022-08-17
18638,214511,2022-10-26
29506,655982,2022-10-09
61075,495004,2022-01-11
2949,546225,2022-05-18
99127,101371,2022-11-30
61031,306045,2022-08-28
52305,523805,2022-02-12
82355,521982,2022-04-29
35238,371684,2022-08-02
96284,648096,2022-07-12
91145,547686,2022-07-20
37843,831217,2022-11-03
96608,528112,2022-05-08
22547,33188,2022-06-25
61196,792665,2022-11-08
54283,83187,2022-10-21
90311,988841,2022-04-25
45588,578513,2022-09-08
18689,158163,2022-12-21
36576,198581,2022-01-29
65198,563290,2022-11-01
38241,801523,2022-10-17
23078,85952,2022-07-08
56332,863090,2022-10-05
99514,237010,2022-01-15
55706,551690,2022-05-01
61609,816824,2022-06-15
14024,9764,2022-04-01
89013,263167,2022-09-30
80798,316134,2022-02-28
75294,800842,2022-09-09
2958,286112,2022-03-25
40274,514456,2022-05-18
88728,292172,2022-07-16
53556,244520,2022-03-07
91067,142637,2022-04-30
49480,238112,2022-12-05
12511,366366,2022-06-02
71436,589088,2022-03-05
74038,472693,2022-07-11
68852,4290,2022-07-16
81016,736449,2022-10-04
44642,829059,2022-01-16
42367,21170,2022-12-12
45396,981798,2022-05-15
33801,625570,2022-12-13
66327,594383,2022-08-28
19768,642247,2022-10-29
74620,183976,2022-06-17
68601,238565,2022-05-30
3643,839026,2022-10-22
69223,870024,2022-10-29
35246,17239,2022-04-09
60568,401964,2022-08-07
66481,348900,2022-07-26
68602,29257,2022-03-03
16480,142675,2022-10-15
65826,461651,2022-06-08
6406,354158,2022-09-20
48105,270460,2022-06-06
57960,940098,2022-01-02
62596,185269,2022-01-11
54210,853428,2022-01-27
43074,531423,2022-11-15
11024,26232,2022-01-21
26121,90750,2022-02-07
51450,569553,2022-07-08
21820,901792,2022-03-06
78762,51665,2022-12-15
78892,43805,2022-11-18
82352,455845,2022-03-23
97431,818984,2022-12-22
77008,543841,2022-04-13
16486,746872,2022-05-11
10408,318163,2022-01-28
23547,692659,2022-09-26
55907,425721,2022-10-22
69021,613595,2022-04-06
53209,316224,2022-06-29
90045,738506,2022-12-05
81329,852166,2022-02-18
34436,195035,2022-01-13
79056,619808,2022-07-10
81520,244713,2022-08-06
36798,979221,2022-05-01
1042,852675,2022-02-29
72890,309460,2022-09-05
88102,32745,2022-10-11
65331,35241,2022-08-28
35760,435839,2022-10-16
92468,327734,2022-03-16
39141,388230,2022-02-30
69517,622044,2022-07-01
7680,34929,2022-05-15
50214,15813,2022-05-29
20088,302459,2022-09-07
54347,189152,2022-02-02
11348,344226,2022-10-10
37838,677804,2022-09-22
78800,2101,2022-02-18
37801,437141,2022-07-09
3867,520885,2022-05-27
28420,235983,2022-06-04
84621,96063,2022-11-19
54627,6870,2022-12-26
85517,935907,2022-07-05
48499,549870,2022-05-23
92051,483953,2022-06-24
71711,435530,2022-06-01
78487,624117,2022-02-13
61462,485956,2022-12-10
48055,450394,2022-03-28
57218,870649,2022-12-22
78603,990727,2022-01-03
67613,413092,2022-06-17
54375,137515,2022-02-29
68128,855273,2022-09-19
32666,20151,2022-05-13
7311,819815,2022-07-28
44491,290477,2022-07-09
15061,652164,2022-12-18
60592,732160,2022-09-02
81467,448416,2022-10-03
65992,681586,2022-11-21
34715,682400,2022-07-17
7253,382944,2022-02-07
15149,371237,2022-07-22
13281,634883,2022-09-14
95069,552052,2022-05-23
76395,271312,2022-06-17
92495,621302,2022-05-14
10832,351293,2022-03-23
20382,673563,2022-09-29
38036,94063,2022-11-28
3848,764754,2022-08-08
91292,643422,2022-04-26
89147,110418,2022-12-24
24976,346178,2022-01-09
1187,437885,2022-02-07
72175,282772,2022-02-16
86860,607897,2022-06-10
25521,241582,2022-02-21
29310,658437,2022-02-13
34688,100748,2022-08-13
30228,670817,2022-02-17
85625,198109,2022-04-26
21590,612891,2022-09-08
32845,318817,2022-08-15
68359,555998,2022-02-13
15886,854969,2022-03-08
36278,93736,2022-03-11
10670,855736,2022-06-22
46426,9065,2022-02-08
43040,877773,2022-05-03
91478,682599,2022-08-07
89421,930889,2022-11-22
47718,228902,2022-10-05
65532,542642,2022-11-27
29484,390111,2022-03-14
81987,386637,2022-12-27
18320,746536,2022-02-12
48052,334599,2022-07-21
53217,779875,2022-08-11
23778,862386,2022-10-30
79160,668355,2022-12-04
79786,39176,2022-12-12
71003,267171,2022-11-15
92221,624528,2022-09-28
20729,325689,2022-12-21
16971,478899,2022-07-14
67862,25250,2022-01-01
71058,965753,2022-10-10
53717,595833,2022-03-05
74366,282563,2022-12-29
49254,984333,2022-05-02
34109,486549,2022-03-17
68043,399477,2022-08-06
62308,763508,2022-03-14
11331,982483,2022-04-21
41020,598247,2022-10-21
1311,959356,2022-06-10
78381,709626,2022-09-28
10467,385602,2022-08-27
37057,382092,2022-04-13
37927,277044,2022-03-24
27925,152554,2022-12-10
43455,961252,2022-11-04
81528,717395,2022-09-05
83404,58588,2022-06-18
70141,675693,2022-10-09
62047,806648,2022-11-29
14532,771479,2022-01-18
49849,729005,2022-10-30
44951,150295,2022-09-19
52550,277784,2022-12-18
45279,992057,2022-03-07
80849,811019,2022-04-14
16195,975071,2022-05-25
76000,406656,2022-04-30
98882,473924,2022-11-26
27795,708981,2022-01-29
32275,755355,2022-02-15
4365,284539,2022-10-18
68215,603978,2022-07-03
90764,683505,2022-09-23
87366,132756,2022-01-04
62733,153487,2022-10-28
38544,882468,2022-08-19
85463,392473,2022-04-16
60302,768896,2022-01-30
45302,906660,2022-09-14
84228,870434,2022-05-10
11314,487241,2022-12-08
54597,606058,2022-03-05
20855,649256,2022-07-24
48654,688985,2022-12-15
33841,905703,2022-12-08
13923,542136,2022-02-19
13592,890820,2022-01-22
33619,389586,2022-07-27
86735,777462,2022-09-18
20597,202780,2022-01-30
62916,519431,2022-03-12
20056,473947,2022-04-20
89505,858374,2022-10-30
13743,178057,2022-11-12
66790,264262,2022-09-21
64316,207573,2022-03-24
18788,74507,2022-11-21
53252,238048,2022-11-12
97411,450318,2022-01-19
60711,946562,2022-02-19
64485,807207,2022-09-19
50466,139068,2022-07-23
42463,843708,2022-03-05
58292,827406,2022-05-09
56131,132980,2022-02-24
33998,995896,2022-08-15
91579,145789,2022-10-10
42091,687745,2022-10-21
4506,52808,2022-03-30
90987,982682,2022-11-11
787,244680,2022-09-19
14334,103380,2022-01-03
48893,873454,2022-01-23
60049,689425,2022-11-25
13172,974320,2022-06-04
8328,568100,2022-05-15
58394,323414,2022-12-13
77044,41287,2022-05-06
14222,840031,2022-05-30
8886,63100,2022-05-30
84101,661686,2022-12-17
37242,246920,2022-11-12
79349,961533,2022-10-04
49046,358226,2022-12-09
18229,265520,2022-08-14
70879,666844,2022-07-03
9783,450090,2022-05-09
21901,779970,2022-01-19
7136,873812,2022-09-14
71928,933066,2022-07-16
46618,872780,2022-09-22
42855,919281,2022-08-23
47321,874851,2022-02-09
46359,70386,2022-05-25
16682,985994,2022-10-08
34561,180805,2022-03-03
17706,86014,2022-04-05
94706,308044,2022-05-16
88878,198969,2022-03-20
15863,387660,2022-11-28
78589,752785,2022-08-12
85693,921976,2022-09-18
82204,283754,2022-04-12
98788,615028,2022-01-15
14425,944193,2022-06-28
82015,160266,2022-01-09
27306,377524,2022-04-16
93946,135161,2022-10-02
74566,593738,2022-08-11
43383,611279,2022-11-08
87812,307329,2022-06-13
32862,507021,2022-01-16
91682,809749,2022-02-09
6189,704514,2022-09-02
67041,477076,2022-08-29
38734,4938,2022-06-11
36009,359422,2022-06-02
70282,501199,2022-06-07
97457,285872,2022-02-08
56018,61513,2022-12-19
71107,429364,2022-05-11
53369,294342,2022-11-15
6554,847869,2022-02-27
65898,859798,2022-03-27
35249,268741,2022-08-26
14134,524373,2022-10-21
90902,172297,2022-10-15
63226,477249,2022-10-14
39406,16633,2022-06-30
2818,148503,2022-05-07
55635,480232,2022-05-11
21474,575104,2022-06-21
99957,606805,2022-12-26
26947,627251,2022-10-28
44774,315715,2022-08-07
62068,839942,2022-09-21
4315,365444,2022-06-11
26413,687073,2022-05-24
81431,534851,2022-05-02
33148,25174,2022-04-23
85786,212851,2022-04-02
43078,185473,2022-08-30
98339,582643,2022-01-14
3261,882680,2022-01-02
71460,237541,2022-06-28
85738,16510,2022-06-18
80709,244420,2022-03-25
60838,263351,2022-11-08
22526,110654,2022-04-07
86658,489530,2022-01-21
31572,13052,2022-07-22
30707,756749,2022-04-15
72134,243673,2022-08-09
35765,950850,2022-11-04
98634,532014,2022-09-27
44078,915937,2022-05-18
6315,835905,2022-09-12
28701,380614,2022-08-23
56784,556982,2022-01-02
39560,891821,2022-08-06
84071,160024,2022-01-08
21055,695151,2022-08-29
31930,202428,2022-03-06
53952,71590,2022-07-04
70228,242737,2022-10-20
44598,666041,2022-12-10
14498,768640,2022-07-10
54354,604014,2022-05-12
20023,720592,2022-10-13
53886,326750,2022-09-08
55225,124661,2022-10-22
45760,648820,2022-04-02
90131,779980,2022-06-30
71835,312190,2022-10-02
60712,485490,2022-09-14
33764,861247,2022-03-05
62198,720711,2022-11-20
47764,886139,2022-12-13
86303,509828,2022-05-08
9729,254564,2022-05-28
90989,934375,2022-10-30
74643,940071,2022-03-02
35673,583385,2022-07-12
95591,806275,2022-05-15
42236,710655,2022-05-05
32992,825405,2022-07-28
42887,702255,2022-03-19
35391,74254,2022-08-08
39793,82101,2022-01-24
92339,298292,2022-05-24
52509,928071,2022-07-10
87560,687703,2022-01-15
19479,396230,2022-09-25
87591,411233,2022-01-30
56222,4217,2022-01-07
54540,917028,2022-07-08
4145,263519,2022-03-28
88747,89557,2022-10-04
59615,422811,2022-08-26
42159,93706,2022-01-12
95598,209984,2022-02-27
71798,537581,2022-04-28
61871,688954,2022-02-12
74175,17689,2022-12-15
10017,477734,2022-02-30
12389,266348,2022-02-07
25036,367006,2022-08-26
62380,407902,2022-03-17
57460,914181,2022-07-23
28438,756808,2022-09-22
56355,151574,2022-09-26
86802,198299,2022-04-16
